,roomId,accommodationId,name,checkIn,checkOut,defaultPeople,maxPeople
398,399,11,스파 디럭스(648호텔 패키지24시간 사용),17.0,12,2,2
399,400,11,스파 더블 디럭스(2인 기준),17.0,12,2,2
400,401,11,더블 디럭스 (랜덤배정),17.0,12,2,2
401,402,11,펜트하우스 (4인까지가능-혼숙불가),17.0,12,2,2
402,403,11,펜트하우스648(4인까지가능),17.0,12,2,2
403,404,25,"스위트 루프탑(수영장 이용불가,글램핑,트윈,...",21.0,12,2,2
404,405,25,"스위트 루프탑(수영장이용가능,글램핑,트윈,...",21.0,12,2,2
405,406,25,"파티스위트 루프탑(수영장이용가능,글램핑,트...",21.0,12,2,2
406,407,25,"무한대실 디럭스(욕조유무 랜덤배정, 넷플릭...",21.0,12,2,2
407,408,25,"파티스위트 루프탑(수영장 이용불가,글램핑, ...",21.0,12,2,2
408,409,25,도보전용 디럭스(주차불가/랜덤배정/넷플릭스...,21.0,12,2,2
409,410,25,디럭스A(랜덤배정/넷플릭스-본인계정),21.0,12,2,2
410,411,25,"디럭스 트윈A(트윈베드,넷플릭스(본인계정))",21.0,12,2,2
411,412,25,디럭스B(랜덤배정/넷플릭스-본인계정),21.0,12,2,2
412,413,25,"프리미엄 트윈(트윈베드,넷플릭스(본인계정))",21.0,12,2,2
413,414,25,"디럭스 트윈B(트윈베드,넷플릭스(본인계정))",21.0,12,2,2
414,415,26,STANDARD ROOM,21.0,12,2,2
415,416,26,DELUXE ROOM,21.0,12,2,2
416,417,26,SUITE ROOM,21.0,12,2,2
417,418,26,ROYAL SUITE ROOM,21.0,12,2,2
418,419,27,이벤트룸 (도보전용/주차X),23.0,12,2,2
419,420,27,스탠다드A-넷플릭스 프리,23.0,12,2,2
420,421,27,디럭스A-넷플릭스 프리,23.0,12,2,2
421,422,27,스탠다드B-넷플릭스 프리,23.0,12,2,2
422,423,27,디럭스B-넷플릭스 프리,23.0,12,2,2
423,424,12,로얄스위트룸 (수영장 / 빔프로젝터/건식사우...,22.0,12,2,2
424,425,12,로얄스위트룸  (복층 /포켓볼/빔 프로젝터)/4...,22.0,12,2,2
425,426,12,스위트룸(단층 / 빔 프로젝터)/4인기준,22.0,12,2,2
426,427,12,스탠다드B,22.0,12,2,2
427,428,12,디럭스B,22.0,12,2,2
428,429,12,프리미엄B,22.0,12,2,2
429,430,12,스탠다드 A,22.0,12,2,2
430,431,12,디럭스 A,22.0,12,2,2
431,432,12,프리미엄A,22.0,12,2,2
432,433,13,"슈페리얼(도보특가,각종OTT무료)",21.0,12,2,2
433,434,13,"슈페리얼(랜덤배정,각종OTT무료)",21.0,12,2,2
434,435,13,"프리미엄A(스타일러,욕조,각종 OTT무료)",21.0,12,2,2
435,436,13,"프리미엄B(욕조,각종OTT무료)",21.0,12,2,2
436,437,13,"스위트B(쇼파베드,스타일러)",21.0,12,2,2
437,438,13,"스위트A(안마의자,two베드,스타일러)",21.0,12,2,2
438,439,13,"루프탑 패키지(이용은 숙소로 문의/넷플릭스,...",21.0,12,2,2
439,440,28,무한대실(최대8시간),21.0,12,2,2
440,441,28,얼리체크인,21.0,12,2,2
441,442,28,"도보 전용 특가(주차불가,넷플릭스 시청가능 ...",21.0,12,2,2
442,443,28,스탠다드A(넷플릭스 시청가능 랜덤배정 (욕조...,21.0,12,2,2
443,444,28,디럭스A(넷플릭스 시청가능),21.0,12,2,2
444,445,28,"디럭스 트윈(퀸베드+싱글베드,넷플릭스 시청...",21.0,12,2,2
445,446,28,"트윈게임룸(고사양PC,계정제공X,디럭스 침대1...",21.0,12,2,2
446,447,28,스탠다드B(넷플릭스 시청가능 랜덤배정 (욕조...,21.0,12,2,2
447,448,28,디럭스B(넷플릭스 시청가능),21.0,12,2,2
448,449,28,"스위트A(스타일러, 안마의자, 넷플릭스 시청...",21.0,12,2,2
449,450,28,"스위트 B(스타일러, 안마의자, 트윈베드/퀸베...",21.0,12,2,2
450,451,29,"Standard (넷플릭스,배틀그라운드)",23.0,13,2,2
451,452,29,"Deluxe (넷플릭스,배틀그라운드)",23.0,13,2,2
452,453,29,"Twin (넷플릭스,배틀그라운드)",23.0,13,2,2
453,454,29,"VIP (넷플릭스,배틀그라운드)",23.0,13,2,2
454,455,14,스탠다드(주차불가),23.0,12,2,2
455,456,14,"스탠다드(넷플릭스,랜덤배정)",23.0,12,2,2
456,457,14,"도보전용(디럭스,넷플릭스, 랜덤배정)",23.0,12,2,2
457,458,14,"색시룸(넷플릭스,랜덤배정)",23.0,12,2,2
458,459,14,"디럭스(넷플릭스,랜덤배정)",23.0,12,2,2
459,460,14,디럭스 2PC,23.0,12,2,2
460,461,14,"스위트(넷플릭스,랜덤배정)",23.0,12,2,2
461,462,14,"오늘의특가(주차불가,객실 랜덤 배정)",23.0,12,2,2
462,463,14,"스위트 패밀리 트윈(넷플릭스, 랜덤배정)",23.0,12,2,2
463,464,14,"스위트 스파(넷플릭스,랜덤배정)",23.0,12,2,2
464,465,14,아드리게 노천탕,23.0,12,2,2
465,466,15,배그 풀옵 2PC룸(I5-9400/16G/RTX2060/144hz/...,21.0,12,2,2
466,467,15,스위트 이벤트룸(기존4인/노래방/노하드 배틀...,21.0,12,2,2
467,468,15,Standard(도보전용),17.0,14,2,2
468,469,15,Deluxe A,17.0,14,2,2
469,470,15,Deluxe B,17.0,14,2,2
470,471,15,VIP,17.0,14,2,2
471,472,15,VIP Twin,17.0,14,2,2
472,473,15,배그 2PC룸(i5-7500/16G/GTX1060/144hz/넷플...,21.0,12,2,2
473,474,15,배그 1PC룸(I5-7500/16G/GTX1060/144hz/넷플...,21.0,12,2,2
474,475,15,이벤트룸,17.0,14,2,2
475,476,16,standard(도보전용),15.0,12,2,2
476,477,16,65인치 Cinema(넷플릭스 본인 계정 사용),15.0,12,2,2
477,478,16,75인치 Cinema(넷플릭스 본인 계정 사용),15.0,12,2,2
478,479,16,Twin(넷플릭스),15.0,12,2,2
479,480,16,안마의자 65인치 Cinema(넷플릭스 본인 계정 ...,15.0,12,2,2
480,481,17,Premier[객실랜덤]-와인무료제공 (연박예약 ...,16.0,12,2,2
481,482,17,Superior Suite[객실랜덤]-와인무료제공 (연...,16.0,12,2,2
482,483,17,Superior Suite [Late Check in & 객실랜덤](...,16.0,12,2,2
483,484,17,Premier [Late Check in & 객실랜덤]( 연박 ...,16.0,12,2,2
484,485,17,Classic [Late Check in & 객실랜덤]( 연박 ...,16.0,12,2,2
485,486,17,Classic[객실랜덤]-와인무료제공 (연박예약 ...,16.0,12,2,2
486,487,17,[선착순 룸 업그레이드] Premier를 Superior ...,16.0,12,2,2
487,488,17,[선착순 룸 업그레이드] Classic를 Premier ~...,16.0,12,2,2
488,489,17,[선착순 룸 업그레이드]Classic를 Superior S...,16.0,12,2,2
489,490,17,[호캉스 set] Classic-호텔 떡볶이+음료2잔 ...,16.0,12,2,2
490,491,17,[호캉스 set] Premier-호텔 떡볶이+음료2잔 o...,16.0,12,2,2
491,492,17,[호캉스 set] Suite-호텔 떡볶이+음료2잔 or ...,16.0,12,2,2
492,493,17,"Classic 무료주차(연박 예약불가,객실 랜덤배정)",16.0,12,2,2
493,494,17,"Classic[도보전용] ( 연박 예약불가, 객실 랜...",16.0,12,2,2
494,495,17,Classic [객실랜덤] (연박예약 가능),16.0,12,2,2
495,496,17,"14시 체크아웃 Classic [객실랜덤,연박불가]",16.0,12,2,2
496,497,17,Premier [객실랜덤] (연박예약 가능),16.0,12,2,2
497,498,17,"14시 체크아웃 Premier [객실랜덤,연박불가]",16.0,12,2,2
498,499,17,Superior Suite [객실랜덤] (연박예약 가능),16.0,12,2,2
499,500,17,"14시 체크아웃 Superior Suite [객실랜덤,연...",16.0,12,2,2
500,501,30,무한대실(슈페리어),21.0,12,2,2
501,502,30,무한대실(디럭스),21.0,12,2,2
502,503,30,야간대실,21.0,12,2,2
503,504,30,슈페리어(도보전용),21.0,12,2,2
504,505,30,슈페리어(One OrdinaryDay),21.0,12,2,2
505,506,30,디럭스(A Refresh Day),21.0,12,2,2
506,507,30,Sitting Room,21.0,12,2,2
507,508,30,Twin room,21.0,12,2,2
508,509,30,Glamorous Room,21.0,12,2,2
509,510,31,디럭스 랜덤,20.0,12,2,2
510,511,31,테라스 랜덤,20.0,12,2,2
511,512,31,Cinema 4월(20시입실),20.0,12,2,2
512,513,31,키친하우스(20시 입실),20.0,12,2,2
513,514,31,Cinema 4월(15시입실),20.0,12,2,2
514,515,31,키친하우스,20.0,12,2,2
515,516,18,Deluxe with Spa,20.0,12,2,2
516,517,18,Deluxe,20.0,12,2,2
517,518,18,"Deluxe (객실랜덤,낮숙박)",20.0,12,2,2
518,519,18,Suite,20.0,12,2,2
519,520,18,"Suite (객실랜덤,낮숙박)",20.0,12,2,2
520,521,32,Junior Suite-쥬니어스위트,22.0,12,2,2
521,522,32,"Standard-일반실(랜덤배정, 넷플릭스 본인계정)",22.0,12,2,2
522,523,32,"Standard-일반실(도보전용,랜덤배정,넷플릭스...",22.0,12,2,2
523,524,32,"Deluxe-준특실(랜덤배정, 넷플릭스 본인계정)",22.0,12,2,2
524,525,32,"Premium-프리미엄(랜덤배정, 넷플릭스 본인계정)",22.0,12,2,2
525,526,32,Suite B(넷플릭스 본인계정),22.0,12,2,2
526,527,32,Suite A(넷플릭스 본인계정),22.0,12,2,2
527,528,33,스탠다드 (도보전용)(주차불가),21.0,12,2,2
528,529,33,스탠다드A,21.0,12,2,2
529,530,33,스탠다드B,21.0,12,2,2
530,531,33,디럭스 더블,21.0,12,2,2
531,532,19,일반(넷플릭스),20.0,12,2,2
532,533,19,"일반(도보전용,주차불가)",20.0,12,2,2
533,534,19,특실(넷플릭스),20.0,12,2,2
534,535,19,VIP(넷플릭스),20.0,12,2,2
535,536,20,스탠다드 주차불가(선착순),18.0,12,2,2
536,537,20,스탠다드,18.0,12,2,2
537,538,20,디럭스,18.0,12,2,2
538,539,20,트윈(더블/싱글),18.0,12,2,2
539,540,20,스위트(더블/싱글),18.0,12,2,2
540,541,34,Deluxe-주차불가,22.0,12,2,2
541,542,34,Premier-주차불가,22.0,12,2,2
542,543,34,Deluxe-주차가능,22.0,12,2,2
543,544,34,Premier Twin-주차불가,22.0,12,2,2
544,545,34,Premier (주차가능),22.0,12,2,2
545,546,34,Ace Twin-주차불가,22.0,12,2,2
546,547,34,Premier-Twin (주차가능),22.0,12,2,2
547,548,34,Ace Twin (주차가능),22.0,12,2,2
548,549,35,일반실(주차불가),20.0,12,2,2
549,550,35,일반실(주차가능),20.0,12,2,2
550,551,35,특실A,20.0,12,2,2
551,552,35,특실B,20.0,12,2,2
552,553,21,Deluxe(빠른입실/도보전용),22.0,12,2,2
553,554,21,Deluxe(빠른입실/주차전용),22.0,12,2,2
554,555,21,Deluxe(늦은입실/도보전용),22.0,12,2,2
555,556,21,Deluxe(늦은입실/주차전용),22.0,12,2,2
556,557,21,Deluxe(넷플릭스 전용),22.0,12,2,2
557,558,21,Deluxe Twin,22.0,12,2,2
558,559,21,Royal Suite(넷플릭스 전용),22.0,12,2,2
559,560,21,Suite(넷플릭스 전용),22.0,12,2,2
560,561,36,Deluxe-도보전용(주차불가),20.0,12,2,2
561,562,36,Deluxe Plus-도보전용(주차불가),20.0,12,2,2
562,563,36,비지니스룸(주차가능),20.0,12,2,2
563,564,36,Deluxe Plus(주차가능),20.0,12,2,2
564,565,36,Deluxe(주차가능),20.0,12,2,2
565,566,22,"야간대실 이벤트룸(넷플릭스 시청가능, 객실...",20.0,12,2,2
566,567,22,"당일특가 이벤트룸(넷플릭스 시청가능, 객실 ...",20.0,12,2,2
567,568,22,"빠른입실 이벤트룸(넷플릭스 시청가능, 객실 ...",20.0,12,2,2
568,569,22,"늦은퇴실 이벤트룸(넷플릭스 시청가능, 객실 ...",20.0,12,2,2
569,570,22,스탠다드(넷플릭스 시청가능),20.0,12,2,2
570,571,22,"무한대실 랜덤배정(스탠다드,디럭스객실 랜덤...",20.0,12,2,2
571,572,22,디럭스(넷플릭스 시청가능),20.0,12,2,2
572,573,22,스위트 트윈(넷플릭스 시청가능),20.0,12,2,2
573,574,22,스위트(넷플릭스 시청가능),20.0,12,2,2
574,575,37,프리미어A,18.0,12,2,2
575,576,37,디럭스A,18.0,12,2,2
576,577,37,도보전용-디럭스,18.0,12,2,2
577,578,37,디럭스B,18.0,12,2,2
578,579,37,프리미어B,18.0,12,2,2
579,580,37,스위트,18.0,12,2,2
580,581,23,"무한이벤트룸 (넷플릭스, 유튜브)",15.0,12,2,2
581,582,23,"무한디럭스 더블 (넷플릭스, 유튜브)",15.0,12,2,2
582,583,23,"무한비즈니스 더블 (넷플릭스, 유튜브)",15.0,12,2,2
583,584,23,"무한스위트 트윈 (넷플릭스, 유튜브)",15.0,12,2,2
584,585,23,"스위트 릴렉스 (넷플릭스, 유튜브)",15.0,12,2,2
585,586,23,"이벤트룸 (넷플릭스, 유튜브)",15.0,12,2,2
586,587,23,"디럭스 더블 (넷플릭스, 유튜브)",15.0,12,2,2
587,588,23,"디럭스 트윈 (넷플릭스, 유튜브)",15.0,12,2,2
588,589,23,"비즈니스 더블 (넷플릭스, 유튜브)",15.0,12,2,2
589,590,23,"비즈니스 트윈 (넷플릭스, 유튜브)",15.0,12,2,2
590,591,23,"스위트 트윈 (넷플릭스, 유튜브)",15.0,12,2,2
591,592,23,"데님 스위트 (넷플릭스, 유튜브)",15.0,12,2,2
592,593,83,Standard(지하 B1/주차불가),21.0,12,2,2
593,594,83,Standard  B,21.0,12,2,2
594,595,83,Standard C,21.0,12,2,2
595,596,83,Standard D,21.0,12,2,2
596,597,83,Standard A,21.0,12,2,2
597,598,83,Deluxe A,21.0,12,2,2
598,599,83,Deluxe B,21.0,12,2,2
599,600,83,"Standard 레이트체크아웃 (익일오후16시,도보...",21.0,12,2,2
600,601,83,"Deluxe 레이트체크아웃 (익일오후16시,도보전...",21.0,12,2,2
601,602,83,VIP,21.0,12,2,2
602,603,84,일반,,12,2,2
603,604,85,무한 대실,21.0,12,2,2
604,605,85,"스탠다드 더블(넷플릭스 개인 계정 이용가능,...",21.0,12,2,2
605,606,85,"스탠다드 트윈(침대2개,넷플릭스 개인 계정 ...",21.0,12,2,2
606,607,85,"디럭스 더블(발코니,넷플릭스 개인 계정 이용...",21.0,12,2,2
607,608,85,"얼리체크인(랜덤 배정, 전화문의 후 주차가능)",21.0,12,2,2
608,609,85,"레이트체크아웃(랜덤 배정, 전화문의 후 주차...",21.0,12,2,2
609,610,85,랜덤배정(전화문의 후 주차가능),21.0,12,2,2
610,611,86,[펫룸] 15평 슈페리어더블_호텔(주차불가),16.0,11,2,2
611,612,86,15평 슈페리어 더블_레지던스 (주차불가),16.0,11,2,2
612,613,86,15평 슈페리어 트윈_레지던스 (주차불가),16.0,11,2,2
613,614,86,15평 스탠다드 더블_호텔(주차불가),16.0,11,2,2
614,615,86,15평 슈페리어 더블_호텔(주차불가),16.0,11,2,2
615,616,87,일반(저층),21.0,11,2,2
616,617,87,일반,21.0,11,2,2
617,618,87,특실(저층),21.0,11,2,2
618,619,87,특실,21.0,11,2,2
619,620,87,VIP,21.0,11,2,2
620,621,88,"Standard(도보전용,주차불가)",20.0,12,2,2
621,622,88,Standard(넷플릭스),20.0,12,2,2
622,623,88,Deluxe(넷플릭스),20.0,12,2,2
623,624,88,Standard Twin(싱글+싱글),20.0,12,2,2
624,625,88,VIP 테라스 선릉공원뷰,20.0,12,2,2
625,626,89,스탠다드(늦은입실),15.0,11,2,2
626,627,89,스탠다드(도보전용),15.0,11,2,2
627,628,89,스탠다드(day),15.0,11,2,2
628,629,89,스탠다드,15.0,11,2,2
629,630,89,디럭스,15.0,11,2,2
630,631,89,디럭스 트윈,15.0,11,2,2
631,632,89,디럭스 파크뷰,15.0,11,2,2
632,633,89,스위트 테라스,15.0,11,2,2
633,634,89,스위트 프리미어,15.0,11,2,2
634,635,90,스탠다드,21.0,12,2,2
635,636,90,디럭스,21.0,12,2,2
636,637,90,디럭스 트윈,21.0,12,2,2
637,638,90,VIP 룸,21.0,12,2,2
638,639,2,SPECIAL(전차종 주차가능/넷플릭스-본인계정/...,21.0,12,2,2
639,640,2,PREMIUM(심야대실- 전차종 주차가능/넷플릭스...,21.0,12,2,2
640,641,2,STANDARD(주차불가/넷플릭스-본인계정/조식무...,21.0,12,2,2
641,642,2,STANDARD(전차종 주차가능/넷플릭스-본인계정...,21.0,12,2,2
642,643,2,STANDARD(주차불가/넷플릭스-본인계정/조식무...,21.0,12,2,2
643,644,2,DELUXE(전차종 주차가능/넷플릭스-본인계정/...,21.0,12,2,2
644,645,2,PREMIUM(전차종 주차가능/넷플릭스-본인계정/...,21.0,12,2,2
645,646,2,PREMIUM+EVENT(전차종 주차가능/넷플릭스-본...,21.0,12,2,2
646,647,3,스페셜(랜덤배정),21.0,12,2,2
647,648,3,스탠다드 (페이백),21.0,12,2,2
648,649,3,스탠다드,21.0,12,2,2
649,650,3,슈페리얼,21.0,12,2,2
650,651,3,스탠다드(도보전용/주차불가),21.0,12,2,2
651,652,3,디럭스,21.0,12,2,2
652,653,3,스위트,21.0,12,2,2
653,654,3,로얄스위트,21.0,12,2,2
654,655,4,Standard (페이백),22.0,12,2,2
655,656,4,Late Standard(객실 랜덤배정),22.0,12,2,2
656,657,4,Standard(객실 랜덤배정),22.0,12,2,2
657,658,4,"Standard(5회 이용시 1회 무료)토,일 공휴일 ...",22.0,12,2,2
658,659,4,"Deluxe(75Inch SMART TV, 넷플릭스프리존, 랜...",22.0,12,2,2
659,660,4,Suite (객실랜덤 배정),22.0,12,2,2
660,661,6,"디럭스(주차불가차량suv,박스카,튜닝카,럭셔...",22.0,12,2,2
661,662,6,"디럭스 주차불가 (도보전용,넷플릭스 시청가능)",22.0,12,2,2
662,663,6,"디럭스(주차불가차량suv,박스카,튜닝카,럭셔...",22.0,12,2,2
663,664,6,프리미엄 (넷플릭스 시청가능),22.0,12,2,2
664,665,6,"스위트 주차불가(도보전용,,넷플릭스 시청가능)",22.0,12,2,2
665,666,6,스위트 (넷플릭스 시청가능),22.0,12,2,2
666,667,6,로얄 스위트 ((넷플릭스 시청가능),22.0,12,2,2
667,668,95,슈페리어 퀸,15.0,11,2,2
668,669,95,[14시 레이트 체크아웃] 슈페리어 퀸,15.0,11,2,2
669,670,95,부티크 퀸,15.0,11,2,2
670,671,95,[14시 레이트 체크아웃] 부티크 퀸,15.0,11,2,2
671,672,95,[조식 2인 패키지] 슈페리어 퀸,15.0,11,2,2
672,673,95,디럭스 패밀리 랜덤배정 (더블or트윈),15.0,11,2,2
673,674,95,[14시 레이트 체크아웃] 디럭스 패밀리 랜덤...,15.0,11,2,2
674,675,95,[조식 2인 패키지] 부티크 퀸,15.0,11,2,2
675,676,95,[단독! 올인클루시브 패키지] 슈페리어 퀸,15.0,11,2,2
676,677,95,[조식 2인 패키지] 디럭스 패밀리 랜덤배정 (...,15.0,11,2,2
677,678,95,[단독! 올인클루시브 패키지] 부티크 퀸,15.0,11,2,2
678,679,95,[단독! 올인클루시브 패키지] 디럭스 패밀리 ...,15.0,11,2,2
679,680,95,골든 스위트,15.0,11,2,2
680,681,95,[14시 레이트 체크아웃] 골든 스위트,15.0,11,2,2
681,682,95,[조식 2인 패키지] 골든 스위트,15.0,11,2,2
682,683,95,[단독! 올인클루시브 패키지] 골든 스위트,15.0,11,2,2
683,684,101,[주차 불가] 카푸치노 킹,15.0,11,2,2
684,685,101,카푸치노 킹 (Room Only),15.0,11,2,2
685,686,101,[조식 뷔페 2인 패키지] 카푸치노 킹,15.0,11,2,2
686,687,101,[주차 불가] 슈퍼 트윈,15.0,11,2,2
687,688,101,슈퍼 트윈 (Room Only),15.0,11,2,2
688,689,101,바크킹 (Room Only),15.0,11,2,2
689,690,101,[조식 뷔페 2인 패키지] 슈퍼 트윈,15.0,11,2,2
690,691,101,바크트윈룸,15.0,11,2,2
691,692,102,슈페리어 트윈,15.0,12,2,2
692,693,102,디럭스 더블,15.0,12,2,2
693,694,102,디럭스 패밀리 트윈,15.0,12,2,2
694,695,102,[조식 1+1 패키지] 슈페리어 트윈,15.0,12,2,2
695,696,102,[조식 1+1 패키지] 디럭스 패밀리 트윈,15.0,12,2,2
696,697,102,[조식 1+1 패키지] 디럭스 더블,15.0,12,2,2
697,698,102,스위트,15.0,12,2,2
698,699,102,디자이너스 스위트 트리플,15.0,12,2,2
699,700,102,[조식 1+1 패키지] 스위트,15.0,12,2,2
700,701,103,헐리우드 더블,15.0,12,2,2
701,702,103,[타임세일] 스탠다드 더블,15.0,12,2,2
702,703,103,[타임세일] 스탠다드 트윈,15.0,12,2,2
703,704,103,[슬립몬스터] 헐리우드 더블,15.0,12,2,2
704,705,103,[조식 1인 패키지] 스탠다드 더블,15.0,12,2,2
705,706,103,디럭스 더블,15.0,12,2,2
706,707,103,디럭스 트윈,15.0,12,2,2
707,708,103,디럭스 프리미어 더블룸,15.0,12,2,2
708,709,103,[조식 2인 패키지] 스탠다드 더블,15.0,12,2,2
709,710,103,[조식 2인 패키지] 스탠다드 트윈,15.0,12,2,2
710,711,103,에이든 쿼드러플 스위트,15.0,12,2,2
711,712,108,스탠다드 트윈 (빌리지뷰),15.0,12,2,2
712,713,108,스탠다드 더블,15.0,12,2,2
713,714,108,스탠다드 패밀리 트윈 (빌리지뷰),15.0,12,2,2
714,715,108,디럭스 더블 (빌리지뷰),15.0,12,2,2
715,716,108,디럭스 트윈 (빌리지뷰),15.0,12,2,2
716,717,108,[넷플릭스 OTT 패키지] 디럭스 트윈 (빌리지뷰),15.0,12,2,2
717,718,108,디럭스 더블 (시티뷰),15.0,12,2,2
718,719,108,[조식 2인 패키지] 스탠다드 트윈 (빌리지뷰),15.0,12,2,2
719,720,108,[조식 2인 패키지] 스탠다드 더블,15.0,12,2,2
720,721,108,"컴포트 레저 (65인치 TV, 모션베드)",15.0,12,2,2
721,722,108,[미니바 패키지] 프리미어 더블 (빌리지뷰),15.0,12,2,2
722,723,108,[미니바 패키지] 프리미어 더블 (시티뷰),15.0,12,2,2
723,724,108,[조식 2인 패키지] 디럭스 더블 (시티뷰),15.0,12,2,2
724,725,108,[조식 2인 패키지] 컴포트 레저,15.0,12,2,2
725,726,110,[Book Early & Save-룸온리] 클래식 킹,15.0,11,2,3
726,727,110,[Book Early & Save-룸온리] 클래식 트윈,15.0,11,2,3
727,728,110,[Book Early & Save-조식 2인] 클래식 킹,15.0,11,2,3
728,729,110,[Book Early & Save-조식 2인] 클래식 트윈,15.0,11,2,3
729,730,110,[Book Early & Save-룸온리] 주니어 스위트 킹,15.0,11,2,3
730,731,110,[Room only] 클래식 킹,15.0,11,2,3
731,732,110,[Room only] 클래식 트윈,15.0,11,2,3
732,733,110,[Movie Night 패키지-영화관람권 2매] 클래식 킹,15.0,11,2,3
733,734,110,[Book Early & Save-조식 2인] 주니어 스위트 킹,15.0,11,2,3
734,735,110,[조식 2인 패키지] 클래식 킹,15.0,11,2,3
735,736,110,[조식 2인 패키지] 클래식 트윈,15.0,11,2,3
736,737,110,[인 룸 조식 패키지] 클래식 킹,15.0,11,2,3
737,738,110,[Room only] 주니어 스위트 킹,15.0,11,2,3
738,739,110,[Movie Night 패키지-영화관람권 2매] 주니어...,15.0,11,2,3
739,740,110,[레이디스 나잇 아웃 패키지] 주니어 스위트 킹,15.0,11,2,3
740,741,110,[조식 2인 패키지] 주니어 스위트 킹,15.0,11,2,3
741,742,110,[Room only] 클럽 주니어 스위트 킹,15.0,11,2,3
742,743,112,스탠다드 더블,14.0,12,2,2
743,744,112,스탠다드 트윈,14.0,12,2,2
744,745,112,[Steal a Towel 패키지] 스탠다드 더블,14.0,12,2,2
745,746,112,[Steal a Towel 패키지] 스탠다드 트윈,14.0,12,2,2
746,747,112,슈페리어 더블,14.0,12,2,2
747,748,112,슈페리어 트윈,14.0,12,2,2
748,749,112,[스트리밍 패키지] 슈페리어 더블(셋톱박스 ...,14.0,12,2,2
749,750,112,[조식 2인 패키지] 스탠다드 더블,14.0,12,2,2
750,751,112,[조식 2인 패키지] 스탠다드 트윈,14.0,12,2,2
751,752,112,[Steal a Towel 패키지] 슈페리어 더블,14.0,12,2,2
752,753,112,[Steal a Towel 패키지] 슈페리어 트윈,14.0,12,2,2
753,754,112,[조식 2인 패키지] 슈페리어 더블,14.0,12,2,2
754,755,112,[조식 2인 패키지] 슈페리어 트윈,14.0,12,2,2
755,756,113,배리어 프리 룸 (장애인 객실),15.0,12,2,2
756,757,113,프티 퀸,15.0,12,2,2
757,758,113,프티 트윈,15.0,12,2,2
758,759,113,[조식 2인 패키지] 프티 트윈,15.0,12,2,2
759,760,113,부티크 킹,15.0,12,2,2
760,761,113,시그니처 킹,15.0,12,2,2
761,762,113,부티크 킹 테라스,15.0,12,2,2
762,763,113,시그니처 킹 테라스,15.0,12,2,2
763,764,113,파노라믹 스위트,15.0,12,2,2
764,765,114,스탠다드 싱글룸,15.0,12,1,1
765,766,114,슈페리어 싱글룸 (10~16층),15.0,12,1,1
766,767,114,스탠다드 더블룸,15.0,12,1,1
767,768,114,스탠다드 싱글룸 (1인 조식포함),15.0,12,1,1
768,769,114,슈페리어 더블룸 (10~16층),15.0,12,1,1
769,770,114,슈페리어 싱글룸 (10~16층/1인 조식),15.0,12,1,1
770,771,114,스탠다드 퀸룸,15.0,12,1,1
771,772,114,스탠다드 트윈룸,15.0,12,1,1
772,773,114,슈페리어 퀸룸 (10~16층),15.0,12,1,1
773,774,114,슈페리어 트윈룸 (10~16층),15.0,12,1,1
774,775,114,스탠다드 더블룸 (2인 조식포함),15.0,12,1,1
775,776,114,슈페리어 더블룸 (10~16층/2인 조식),15.0,12,1,1
776,777,114,스탠다드 퀸룸 (2인 조식포함),15.0,12,1,1
777,778,114,스탠다드 트윈룸 (2인 조식포함),15.0,12,1,1
778,779,114,슈페리어 퀸룸 (10~16층/2인 조식),15.0,12,1,1
779,780,114,슈페리어 트윈룸 (10~16층/2인 조식),15.0,12,1,1
